124|3|822.78
125|26|358.45
125|52|668.65
125|78|455.70
125|4|806.66
126|27|221.89
126|53|194.38
126|79|451.61
126|5|929.43
127|28|712.33
127|54|237.98
127|80|3.14
127|6|73.42
128|29|425.29
128|55|224.49
128|81|947.16
128|7|875.78
129|30|129.69
129|56|200.26
129|82|330.59
129|8|27.22
130|31|223.38
130|57|275.58
130|83|442.81
130|9|883.99
131|32|211.70
131|58|861.84
131|84|572.43
131|10|613.09
132|33|687.29
132|59|925.73
132|85|357.06
132|11|353.06
133|34|49.17
133|60|478.18
133|86|57.48
133|12|277.26
134|35|848.14
134|61|102.99
134|87|927.45
134|13|388.28
135|36|465.82
135|62|9.83
135|88|698.42
135|14|306.43
136|37|548.19
136|63|806.19
136|89|387.57
136|15|525.81
137|38|302.26
137|64|441.11
137|90|371.85
137|16|187.31
138|39|576.96
138|65|885.35
138|91|119.83
138|17|309.03
139|40|285.75
139|66|684.61
139|92|972.23
139|18|690.00
140|41|501.05
140|67|781.45
140|93|45.84
140|19|429.52
141|42|293.63
141|68|139.18
141|94|838.08
141|20|810.68
142|43|897.49
142|69|334.33
142|95|860.55
142|21|854.08
143|44|960.64
143|70|741.01
143|96|772.24
143|22|199.37
144|45|457.37
144|71|849.96
144|97|713.88
144|23|361.83
145|46|641.67
145|72|568.91
145|98|422.60
145|24|894.57
146|47|231.15
146|73|123.91
146|99|858.59
146|25|882.37
147|48|939.14
147|74|102.19
147|100|466.37
147|26|235.91
148|49|177.40
148|75|774.56
148|1|264.09
148|27|250.98
149|50|679.10
149|76|201.03
149|2|266.53
149|28|312.37
150|51|524.71
150|77|814.79
150|3|33.71
150|29|327.34
151|52|281.90
151|78|840.06
151|4|71.68
151|30|244.06
152|53|164.60
152|79|432.12
152|5|77.38
152|31|142.73
153|54|539.86
153|80|680.14
153|6|685.52
153|32|285.92
154|55|474.19
154|81|829.29
154|7|960.19
154|33|160.31
155|56|222.02
155|82|413.24
155|8|413.02
155|34|751.45
156|57|453.69
156|83|994.19
156|9|252.66
156|35|9.87
157|58|369.44
157|84|568.46
157|10|901.53
157|36|288.41
158|59|408.72
158|85|452.31
158|11|837.16
158|37|431.90
159|60|356.66
159|86|629.29
159|12|171.40
159|38|790.87
160|61|525.73
160|87|999.93
160|13|733.59
160|39|872.20
161|62|790.03
161|88|394.05
161|14|688.47
161|40|893.72
162|63|923.04
162|89|104.20
162|15|236.07
162|41|824.36
163|64|955.81
163|90|499.51
163|16|920.75
163|42|573.48
164|65|341.95
164|91|84.02
164|17|814.67
164|43|64.89
165|66|943.82
165|92|717.83
165|18|730.28
165|44|210.84
166|67|309.00
166|93|714.49
166|19|581.52
166|45|631.58
167|68|666.70
167|94|524.27
167|20|336.75
167|46|704.97
168|69|394.83
168|95|771.90
168|21|508.37
168|47|963.43
169|70|619.53
169|96|947.03
169|22|713.35
169|48|476.19
170|71|581.65
170|97|667.16
170|23|251.19
170|49|202.07
171|72|859.60
171|98|864.96
171|24|22.69
171|50|935.29
172|73|184.96
172|99|920.74
172|25|437.86
172|51|687.13
173|74|353.84
173|100|70.22
173|26|683.78
173|52|877.84
174|75|681.95
174|1|143.48
174|27|135.46
174|53|126.20
175|76|487.68
175|2|784.93
175|28|706.61
175|54|978.56
176|77|179.09
176|3|157.38
176|29|947.51
176|55|861.63
177|78|44.75
177|4|63.36
177|30|252.42
177|56|859.82
178|79|558.56
178|5|362.26
178|31|864.93
178|57|475.18
179|80|444.38
179|6|372.75
179|32|277.15
179|58|8.39
180|81|440.25
180|7|934.59
180|33|426.16
180|59|864.83
181|82|844.44
181|8|886.53
181|34|938.29
181|60|657.25
182|83|535.27
182|9|519.36
182|35|741.46
182|61|365.00
183|84|875.44
183|10|424.86
183|36|884.26
183|62|678.16
184|85|449.45
184|11|576.88
184|37|551.90
184|63|186.84
185|86|538.58
185|12|213.04
185|38|426.74
185|64|510.23
186|87|252.84
186|13|18.75
186|39|729.42
186|65|812.37
187|88|238.66
187|14|316.64
187|40|362.75
187|66|989.71
188|89|771.95
188|15|331.70
188|41|713.62
188|67|920.20
189|90|392.50
189|16|573.22
189|42|946.07
189|68|593.23
190|91|621.53
190|17|608.91
190|43|396.60
190|69|458.00
191|92|521.06
191|18|464.46
191|44|126.96
191|70|119.41
192|93|198.69
192|19|916.16
192|45|359.59
192|71|861.23
193|94|335.98
193|20|606.19
193|46|571.71
193|72|478.52
194|95|662.17
194|21|430.21
194|47|913.46
194|73|79.40
195|96|20.39
195|22|271.39
195|48|102.58
195|74|992.27
196|97|859.90
196|23|966.01
196|49|37.61
196|75|928.25
197|98|753.88
197|24|279.05
197|50|845.51
197|76|897.33
198|99|587.41
198|25|673.99
198|51|166.93
198|77|697.10
199|100|79.70
199|26|46.52
199|52|890.63
199|78|884.56
200|1|776.41
200|27|242.52
200|53|307.79
200|79|466.07
201|2|280.98
201|29|340.49
201|56|534.11
201|83|947.59
202|3|247.44
202|30|180.81
202|57|160.45
202|84|656.17
203|4|399.16
203|31|582.85
203|58|882.46
203|85|489.27
204|5|504.61
204|32|609.26
204|59|172.65
204|86|819.14
205|6|226.71
205|33|427.25
205|60|217.01
205|87|123.08
206|7|936.54
206|34|362.30
206|61|389.88
206|88|480.04
207|8|335.16
207|35|810.91
207|62|673.18
207|89|557.72
208|9|135.51
208|36|54.46
208|63|474.75
208|90|309.80
209|10|236.77
209|37|575.01
209|64|81.80
209|91|507.38
210|11|267.01
210|38|377.95
210|65|817.36
210|92|259.05
211|12|475.68
211|39|856.97
211|66|707.01
211|93|751.41
212|13|718.90
212|40|778.38
212|67|426.19
212|94|318.74
213|14|565.71
213|41|591.93
213|68|623.44
213|95|797.64
214|15|403.15
214|42|719.69
214|69|17.50
214|96|646.92
215|16|765.63
215|43|932.70
215|70|636.10
215|97|838.57
216|17|142.97
216|44|502.55
216|71|25.22
216|98|528.02
217|18|479.17
217|45|714.36
217|72|463.83
217|99|637.64
218|19|622.16
218|46|257.48
218|73|55.36
218|100|568.24
219|20|168.95
219|47|658.50
219|74|580.18
219|1|1.43
220|21|341.13
220|48|396.71
220|75|322.05
220|2|297.83
221|22|916.33
221|49|324.88
221|76|898.37
221|3|80.70
222|23|967.81
222|50|422.77
222|77|734.78
222|4|926.10
223|24|693.87
223|51|735.88
223|78|523.37
223|5|287.24
224|25|745.97
224|52|252.76
224|79|673.82
224|6|404.64
225|26|775.45
225|53|116.17
225|80|617.35
225|7|276.11
226|27|465.81
226|54|931.43
226|81|343.14
226|8|58.38
227|28|453.33
227|55|877.71
227|82|472.58
227|9|736.86
228|29|862.15
228|56|727.11
228|83|976.89
228|10|133.30
229|30|835.21
229|57|497.84
229|84|820.67
229|11|984.71
230|31|723.71
230|58|634.61
230|85|752.70
230|12|491.83
231|32|695.86
231|59|253.34
231|86|308.95
231|13|971.24
232|33|42.14
232|60|240.70
232|87|716.37
232|14|266.84
233|34|446.29
233|61|524.51
233|88|372.96
233|15|767.62
234|35|438.37
234|62|194.46
234|89|826.04
234|16|252.58
235|36|610.14
235|63|96.25
235|90|493.88
235|17|100.94
236|37|423.71
236|64|636.84
236|91|192.44
236|18|834.00
237|38|255.01
237|65|438.19
237|92|196.32
237|19|67.83
238|39|454.34
238|66|999.92
238|93|556.95
238|20|171.18
239|40|155.22
239|67|570.10
239|94|411.32
239|21|168.50
240|41|91.89
240|68|192.43
240|95|571.34
240|22|243.03
241|42|876.95
241|69|844.49
241|96|751.81
241|23|520.41
242|43|536.50
242|70|97.24
242|97|208.39
242|24|147.39
243|44|817.56
243|71|618.10
243|98|886.99
243|25|641.29
244|45|148.84
244|72|293.62
244|99|978.74
244|26|257.00
245|46|995.56
245|73|187.40
245|100|79.54
245|27|407.35
246|47|426.60
246|74|194.36
246|1|170.68
246|28|645.45
247|48|58.15
247|75|479.85
247|2|143.39
247|29|650.32
248|49|65.54
248|76|935.64
248|3|148.79
248|30|425.78
249|50|516.17
249|77|50.74
249|4|914.16
249|31|815.94
250|51|293.30
250|78|617.59
250|5|374.36
250|32|281.06
251|52|703.47
251|79|154.11
251|6|883.57
251|33|183.19
252|53|168.05
252|80|412.54
252|7|734.15
252|34|275.23
253|54|658.08
253|81|515.91
253|8|783.87
253|35|797.50
254|55|111.11
254|82|564.77
254|9|729.13
254|36|940.29
255|56|307.78
255|83|225.64
255|10|362.37
255|37|720.85
256|57|583.85
256|84|822.40
256|11|33.72
256|38|511.49
257|58|391.32
257|85|612.44
257|12|657.66
257|39|510.53
258|59|310.17
258|86|473.92
258|13|377.76
258|40|610.52
259|60|361.81
259|87|304.94
259|14|499.52
259|41|12.99
260|61|750.83
260|88|11.99
260|15|988.81
260|42|741.18
261|62|537.09
261|89|2.47
261|16|747.91
261|43|798.56
262|63|11.82
262|90|161.89
262|17|822.86
262|44|777.88
263|64|123.18
263|91|617.49
263|18|655.09
263|45|321.23
264|65|550.65
264|92|239.05
264|19|887.54
264|46|986.71
265|66|288.42
265|93|565.98
265|20|72.22
265|47|327.52
266|67|262.17
266|94|903.57
266|21|555.47
266|48|379.56
267|68|796.91
267|95|214.65
267|22|478.66
267|49|111.49
268|69|893.67
268|96|995.83
268|23|742.57
268|50|962.07
269|70|753.85
269|97|750.77
269|24|936.99
269|51|874.42
270|71|222.88
270|98|851.32
270|25|559.02
270|52|8.87
271|72|442.83
271|99|296.66
271|26|202.41
271|53|504.83
272|73|336.71
272|100|938.89
272|27|764.21
272|54|13.85
273|74|299.92
273|1|26.34
273|28|368.60
273|55|396.65
274|75|406.79
274|2|925.95
274|29|208.68
274|56|71.95
275|76|761.60
275|3|88.24
275|30|805.78
275|57|377.14
276|77|210.08
276|4|612.63
276|31|878.26
276|58|782.37
277|78|590.56
277|5|597.19
277|32|210.21
277|59|760.15
278|79|820.45
278|6|217.42
278|33|67.03
278|60|918.33
279|80|894.65
279|7|508.76
279|34|482.06
279|61|340.51
280|81|817.32
280|8|641.20
280|35|538.74
280|62|863.86
281|82|587.67
281|9|15.41
281|36|496.20
281|63|99.96
282|83|37.01
282|10|869.66
282|37|100.76
282|64|428.68
283|84|230.32
283|11|125.39
283|38|766.99
283|65|757.03
284|85|261.10
284|12|973.64
284|39|402.19
284|66|588.44
285|86|983.75
285|13|448.03
285|40|835.59
285|67|12.85
286|87|376.75
286|14|498.89
286|41|379.51
286|68|960.13
287|88|219.71
287|15|536.48
287|42|787.67
287|69|674.51
288|89|915.77
288|16|814.16
288|43|361.02
288|70|6.69
289|90|884.14
289|17|715.63
289|44|822.55
289|71|519.98
290|91|197.07
290|18|670.51
290|45|646.67
290|72|586.98
291|92|383.56
291|19|219.57
291|46|270.40
291|73|338.50
292|93|996.20
292|20|927.85
292|47|143.75
292|74|597.53
293|94|919.92
293|21|597.44
293|48|421.32
293|75|323.62
294|95|755.15
294|22|642.44
294|49|387.79
294|76|324.37
295|96|273.94
295|23|860.51
295|50|123.33
295|77|45.25
296|97|600.92
296|24|954.78
296|51|175.09
296|78|874.52
297|98|918.93
297|25|980.58
297|52|281.94
297|79|439.74
298|99|314.49
298|26|210.43
298|53|380.94
298|80|18.20
299|100|438.80
299|27|489.79
299|54|248.11
299|81|444.06
300|1|924.41
300|28|190.59
300|55|743.78
300|82|339.22
301|2|251.11
301|30|877.38
301|58|954.20
301|86|335.10
302|3|885.76
302|31|38.78
302|59|764.04
302|87|148.56
303|4|499.32
303|32|717.65
303|60|682.84
303|88|106.23
304|5|419.29
304|33|315.96
304|61|944.89
304|89|770.75
305|6|105.28
305|34|428.85
305|62|147.36
305|90|442.56
306|7|671.11
306|35|789.02
306|63|405.25
306|91|33.95
307|8|354.10
307|36|578.21
307|64|867.98
307|92|902.14
308|9|511.71
308|37|169.31
308|65|639.67
308|93|835.30
309|10|12.41
309|38|989.46
309|66|635.09
309|94|719.58
310|11|251.97
310|39|378.30
310|67|696.04
310|95|185.63
311|12|256.71
311|40|62.15
311|68|899.72
311|96|813.30
312|13|964.88
312|41|3.01
312|69|900.66
312|97|715.73
313|14|413.31
313|42|656.08
313|70|975.79
313|98|670.56
314|15|613.18
314|43|188.83
314|71|85.10
314|99|923.67
315|16|696.12
315|44|608.15
315|72|536.31
315|100|931.74
316|17|456.59
316|45|823.03
316|73|591.79
316|1|325.50
317|18|332.00
317|46|633.24
317|74|732.48
317|2|319.63
318|19|625.00
318|47|972.74
318|75|272.65
318|3|209.06
319|20|465.97
319|48|606.95
319|76|326.82
319|4|557.91
320|21|324.25
320|49|309.83
320|77|663.54
320|5|433.78
321|22|42.75
321|50|466.22
321|78|833.34
321|6|46.51
322|23|700.81
322|51|410.61
322|79|190.97
322|7|134.72
323|24|784.33
323|52|574.84
323|80|131.93
323|8|862.38
324|25|575.93
324|53|473.94
324|81|583.67
324|9|789.53
325|26|982.96
325|54|314.81
325|82|457.53
325|10|521.61
326|27|717.88
326|55|592.60
326|83|939.01
326|11|813.21
327|28|447.89
327|56|351.69
327|84|51.95
327|12|290.17
328|29|976.49
328|57|346.00
328|85|213.64
328|13|517.57
329|30|757.13
329|58|974.30
329|86|565.80
329|14|167.54
330|31|839.23
330|59|214.60
330|87|539.12
330|15|183.79
331|32|275.80
331|60|176.15
331|88|830.53
331|16|882.46
332|33|471.35
332|61|151.88
332|89|517.55
332|17|404.96
333|34|249.97
333|62|590.86
333|90|647.82
333|18|937.23
334|35|854.29
334|63|555.50
334|91|758.64
334|19|406.96
335|36|738.18
335|64|130.65
335|92|330.78
335|20|130.57
336|37|954.09
336|65|498.61
336|93|648.62
336|21|339.32
337|38|848.90
337|66|839.89
337|94|229.87
337|22|451.43
338|39|938.61
338|67|73.37
338|95|686.08
338|23|689.15
339|40|204.58
339|68|48.45
339|96|312.49
339|24|511.49
340|41|471.88
340|69|977.44
340|97|415.14
340|25|441.56
341|42|943.16
341|70|629.22
341|98|125.74
341|26|632.54
342|43|831.51
342|71|380.47
342|99|105.32
342|27|79.22
343|44|18.48
343|72|242.79
343|100|857.63
343|28|771.94
344|45|60.81
344|73|324.26
344|1|463.06
344|29|541.23
345|46|786.54
345|74|667.42
345|2|638.37
345|30|995.31
346|47|26.92
346|75|92.13
346|3|261.72
346|31|302.24
347|48|8.56
347|76|306.86
347|4|833.43
347|32|675.62
348|49|603.76
348|77|640.25
348|5|659.38
348|33|452.86
349|50|969.27
349|78|957.16
349|6|205.04
349|34|828.77
350|51|286.09
350|79|412.60
350|7|771.14
350|35|689.44
351|52|141.81
351|80|951.21
351|8|107.33
351|36|984.30
352|53|757.34
352|81|534.11
352|9|899.22
352|37|422.98
353|54|250.61
353|82|491.76
353|10|425.50
353|38|698.38
354|55|517.87
354|83|746.59
354|11|682.21
354|39|559.61
355|56|881.63
355|84|543.19
355|12|636.73
355|40|328.97
356|57|659.89
356|85|961.17
356|13|721.25
356|41|308.49
357|58|169.85
357|86|836.51
357|14|494.30
357|42|272.45
358|59|812.42
358|87|63.19
358|15|323.40
358|43|27.27
359|60|67.67
359|88|677.93
359|16|521.57
359|44|969.83
360|61|420.19
360|89|362.25
360|17|710.51
360|45|603.73
361|62|239.47
361|90|32.98
361|18|124.37
361|46|563.91
362|63|309.21
362|91|357.00
362|19|322.25
362|47|680.32
363|64|678.58
363|92|413.65
363|20|373.26
363|48|857.86
364|65|667.85
364|93|940.12
364|21|541.32
364|49|325.86
365|66|416.80
365|94|290.80
365|22|536.60
365|50|916.86
366|67|161.03
366|95|456.23
366|23|755.61
366|51|343.32
367|68|232.30
367|96|313.44
367|24|439.43
367|52|995.51
368|69|416.28
368|97|606.88
368|25|283.24
368|53|388.64
369|70|621.06
369|98|690.31
369|26|750.65
369|54|882.72
370|71|783.58
370|99|892.40
370|27|695.64
370|55|552.41
371|72|849.13
371|100|795.26
371|28|454.70
371|56|47.59
372|73|835.63
372|1|643.09
372|29|374.77
372|57|332.86
373|74|249.47
373|2|262.30
373|30|81.94
373|58|708.73
374|75|714.84
374|3|399.46
374|31|641.00
374|59|150.28
375|76|475.83
375|4|460.86
375|32|673.03
375|60|151.67
376|77|895.66
376|5|529.52
376|33|731.93
376|61|39.91
377|78|665.73
377|6|296.70
377|34|757.99
377|62|448.57
378|79|894.75
378|7|159.38
378|35|671.42
378|63|34.65
379|80|243.36
379|8|473.81
379|36|491.78
379|64|738.81
380|81|680.64
380|9|134.72
380|37|774.65
380|65|730.90
381|82|691.99
381|10|54.31
381|38|10.65
381|66|402.53
382|83|342.68
382|11|355.44
382|39|14.97
382|67|165.15
383|84|681.73
383|12|484.18
383|40|982.52
383|68|792.13
384|85|753.69
384|13|45.13
384|41|564.83
384|69|820.88
385|86|383.05
385|14|539.23
385|42|129.69
385|70|121.60
386|87|60.71
386|15|637.08
386|43|203.07
386|71|636.81
387|88|713.12
387|16|615.42
387|44|832.04
387|72|140.71
388|89|561.91
388|17|582.22
388|45|358.91
388|73|414.85
389|90|561.43
389|18|528.84
389|46|265.01
389|74|715.14
390|91|613.18
390|19|115.98
390|47|415.66
390|75|194.00
391|92|993.90
391|20|283.35
391|48|274.87
391|76|570.36
392|93|794.83
392|21|139.79
392|49|123.85
392|77|852.62
393|94|410.16
393|22|698.08
393|50|589.70
393|78|164.27
394|95|878.34
394|23|203.54
394|51|540.68
394|79|541.70
395|96|629.84
395|24|472.77
395|52|978.04
395|80|473.63
396|97|516.80
396|25|726.33
396|53|741.11
396|81|504.86
397|98|825.08
397|26|184.49
397|54|140.07
397|82|676.39
398|99|539.63
398|27|873.15
398|55|915.92
398|83|323.53
399|100|298.29
399|28|648.59
399|56|898.27
399|84|376.50
400|1|350.42
400|29|565.51
400|57|180.51
400|85|40.65
401|2|214.06
401|31|464.58
401|60|170.75
401|89|948.89
402|3|17.55
402|32|481.24
402|61|458.01
402|90|615.07
403|4|942.81
403|33|769.11
403|62|469.60
403|91|658.73
404|5|462.90
404|34|976.40
404|63|851.73
404|92|516.48
405|6|419.06
405|35|417.34
405|64|421.61
405|93|358.83
406|7|91.03
406|36|682.93
406|65|664.24
406|94|249.21
407|8|826.14
407|37|908.15
407|66|636.84
407|95|294.33
408|9|35.25
408|38|303.52
408|67|566.58
408|96|218.93
409|10|543.48
409|39|539.70
409|68|964.94
409|97|148.11
410|11|89.08
410|40|953.50
410|69|604.23
410|98|551.57
411|12|711.71
411|41|803.21
411|70|245.29
411|99|989.70
412|13|565.47
412|42|550.04
412|71|932.45
412|100|429.35
413|14|542.38
413|43|80.56
413|72|545.20
413|1|455.06
414|15|83.28
414|44|304.53
414|73|490.14
414|2|191.30
415|16|557.20
415|45|449.60
415|74|258.51
415|3|266.86
416|17|813.99
416|46|615.06
416|75|735.30
416|4|624.82
417|18|948.27
417|47|625.61
417|76|287.83
417|5|581.03
418|19|241.18
418|48|767.79
418|77|213.36
418|6|732.87
419|20|892.51
419|49|528.73
419|78|439.43
419|7|105.12
420|21|738.91
420|50|476.15
420|79|850.31
420|8|590.90
421|22|402.29
421|51|234.57
421|80|539.50
421|9|668.60
422|23|537.53
422|52|503.65
422|81|428.15
422|10|323.23
423|24|125.61
423|53|484.60
423|82|50.19
423|11|654.23
424|25|778.89
424|54|53.89
424|83|946.57
424|12|48.30
425|26|895.35
425|55|325.76
425|84|705.10
425|13|659.22
426|27|809.32
426|56|975.15
426|85|882.98
426|14|213.28
427|28|415.63
427|57|637.67
427|86|128.74
427|15|148.66
428|29|273.30
428|58|179.41
428|87|561.97
428|16|654.28
429|30|720.15
429|59|787.57
429|88|43.51
429|17|312.91
430|31|483.73
430|60|357.47
430|89|291.06
430|18|929.81
431|32|994.90
431|61|143.64
431|90|842.86
431|19|226.17
432|33|308.26
432|62|280.03
432|91|424.68
432|20|893.17
433|34|697.81
433|63|962.51
433|92|128.56
433|21|102.32
434|35|583.57
434|64|74.66
434|93|374.26
434|22|605.47
435|36|513.95
435|65|811.82
435|94|988.13
435|23|224.91
436|37|78.46
436|66|324.35
436|95|26.74
436|24|162.49
437|38|904.68
437|67|362.37
437|96|631.91
437|25|341.75
438|39|811.87
438|68|887.62
